st_name,cofid,gas-ads
linker103_CH_linker58_N_cds_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Nc1cnc(N)cn1&&cds.cat0,3.5331177161
linker100_CH_linker62_N_dei-z_relaxed_interp_2,[CH]c1cc([CH])c(O)c(-c2cc([CH])cc([CH])c2O)c1.N#Cc1nc(N)cnc1N&&dei-z.cat1,3.6927539759
linker110_C_linker16_C_acs-a_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1ccc(-c2ccc(C)cc2N)c(N)c1&&acs-a.cat0,3.9930291142
linker104_C_linker66_C_kgm_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.COc1nc(C)cnc1C&&kgm.cat0,3.7519803643
linker103_CH_linker71_N_sql_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.NC(=O)c1nc(N)cnc1N&&sql.cat0,3.8905199805
linker97_CH_linker31_N_qtz_relaxed_interp_2,[CH]C1(c2c3nc(c(C4([CH])C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4([CH])C=CC(c5ccccc5)=CC4)c4nc(c(C5([CH])C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.Cc1cc(N)cnc1-c1ncc(N)cc1C&&qtz.cat1,3.6221908767
linker102_N_linker62_CH_nbo_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1cnc([CH])c(C#N)n1&&nbo.cat0,3.8680961642
linker104_N_linker31_CH_unj_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2O)c(O)c(N)c1O.[CH]c1cnc(-c2ncc([CH])cc2C)c(C)c1&&unj.cat0,3.5449808029
linker105_N_linker83_CH_cdl_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1nnc([CH])c2ccccc12&&cdl.cat0,3.3690950004
linker103_CH_linker68_N_uoc_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Nc1cnc(N)c([N+](=O)[O-])n1&&uoc.cat0,3.8481275719
linker107_N_linker13_CH_cdl_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1c(C)c(C)c([CH])c(C)c1C&&cdl.cat0,3.3525417359
linker100_NH_linker44_CH2_dia_relaxed,[NH]c1cc([NH])c(O)c(-c2cc([NH])cc([NH])c2O)c1.[CH2]c1c2nc(CC)oc2c([CH2])c2nc(CC)oc12&&dia.cat0,3.3366024578
linker108_NH_linker2_CO_lvt_relaxed_interp_2,[NH]c1cc([NH])c2ccc3c([NH])cc([NH])c4ccc1c2c43.O=Cc1ccc(C=O)c(O)c1&&lvt.cat1,3.5665592659
linker105_N_linker59_CH_unj_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1cnc([CH])c(C)n1&&unj.cat0,3.4461705401
linker105_C_linker32_C_rhr_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2)cc(C)c1O.Cc1cnc(-c2ncc(C)cc2N)c(N)c1&&rhr.cat0,3.8039249833
linker109_N_linker41_CH_und_relaxed_interp_2,NC(N)(N)N.[CH]c1ccc([CH])c2ocnc12&&und.cat1,3.8093367941
linker103_NH_linker7_CO_dia_relaxed,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3-2)c2cc([NH])ccc2-c2ccc([NH])cc21.Cc1cc(C=O)c(C)cc1C=O&&dia.cat0,3.6349891343
linker98_NH_linker91_CH2_xux_relaxed,[NH]c1ccc(-c2c3nc(c(-c4ccc([NH])cc4)c4ccc([nH]4)c(-c4ccc([NH])cc4)c4nc(c(-c5ccc([NH])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[CH2]c1nc([CH2])nc([CH2])n1&&xux.cat0,3.5756401191
linker106_CH_linker10_N_rho_relaxed,[CH]c1cc(-c2cc([CH])c(N)c([CH])c2N)c(N)c([CH])c1N.Nc1ccc(N)c([N+](=O)[O-])c1[N+](=O)[O-]&&rho.cat0,3.8230615826
linker104_N_linker75_CH_umi_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2O)c(O)c(N)c1O.[CH]c1cnc([CH])c(C(=O)[O-])n1&&umi.cat0,3.2418667498
linker102_N_linker84_CH_qtz_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1cc(N)c([CH])nn1&&qtz.cat0,3.2426028462
linker109_N_linker8_CH_unc_relaxed,NC(N)(N)N.[CH]c1cc([N+](=O)[O-])c([CH])cc1[N+](=O)[O-]&&unc.cat0,3.8047885253
linker98_CH2_linker53_NH_sql_relaxed,[CH2]c1ccc(-c2c3nc(c(-c4ccc([CH2])cc4)c4ccc([nH]4)c(-c4ccc([CH2])cc4)c4nc(c(-c5ccc([CH2])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.CCc1nc2c([NH])ccc([NH])c2nc1CC&&sql.cat0,3.8541957709
linker110_C_linker14_C_uke_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1ccc(-c2ccc(C)cc2CO)c(CO)c1&&uke.cat0,3.014879025
linker104_C_linker3_C_dia_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.Cc1ccc(C)c(C)c1&&dia.cat0,3.1543571258
linker104_NH_linker36_CO_und_relaxed_interp_2,[NH]c1cc(-c2cc([NH])c(O)c([NH])c2O)c(O)c([NH])c1O.Cc1nc2c(ccc3cc(C=O)cnc32)cc1C=O&&und.cat1,3.3927231838
linker92_NH_linker8_CO_hca_relaxed,[NH]c1cc([NH])cc([NH])c1.O=Cc1cc([N+](=O)[O-])c(C=O)cc1[N+](=O)[O-]&&hca.cat0,3.9979510795
linker108_NH_linker26_CO_lvt_relaxed_interp_2,[NH]c1cc([NH])c2ccc3c([NH])cc([NH])c4ccc1c2c43.O=Cc1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(C=O)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&lvt.cat1,3.0675121747
linker92_C_linker95_C_etg_relaxed_interp_2,Cc1cc(C)cc(C)c1.Cc1ccc(C#Cc2cc(C#Cc3ccc(C)cc3)cc(C#Cc3ccc(C)cc3)c2)cc1&&etg.cat1,3.7342652619
linker108_NH_linker6_CH2_dia_relaxed,[NH]c1cc([NH])c2ccc3c([NH])cc([NH])c4ccc1c2c43.[CH2]c1cc([N+](=O)[O-])c([CH2])c([N+](=O)[O-])c1&&dia.cat0,3.14616045
linker111_C_linker2_C_dft_relaxed,C[Si](C)(C)C.Cc1ccc(C)c(O)c1&&dft.cat0,3.7038860716
linker105_N_linker60_CH_unj_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1nc(C)c([CH])nc1C&&unj.cat0,3.4594846453
linker100_CH2_linker15_NH_sod_relaxed_interp_2,[CH2]c1cc([CH2])c(O)c(-c2cc([CH2])cc([CH2])c2O)c1.[NH]c1ccc(-c2ccc([NH])cc2N)cc1&&sod.cat1,3.660671045
linker100_N_linker82_CH_umc_relaxed,Nc1cc(N)c(O)c(-c2cc(N)cc(N)c2O)c1.[CH]c1cc(C)c([CH])nn1&&umc.cat0,3.8574333927
linker110_C_linker61_C_pcb_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1cnc(C)c(N)n1&&pcb.cat0,3.0230006233
linker109_N_linker95_CH_jph_relaxed_interp_5,NC(N)(N)N.[CH]c1ccc(C#Cc2cc(C#Cc3ccc([CH])cc3)cc(C#Cc3ccc([CH])cc3)c2)cc1&&jph.cat4,3.5074817718
linker109_N_linker43_CH_qtz_relaxed_interp_2,NC(N)(N)N.[CH]c1c2nc(C)oc2c([CH])c2nc(C)oc12&&qtz.cat1,3.8592944805
linker103_CH_linker23_N_und_relaxed_interp_3,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&und.cat2,3.6398587731
linker102_N_linker76_CH_dia_relaxed_interp_2,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1cnc([CH])nc1&&dia.cat1,3.529040862
linker109_CH_linker93_N_shp-a_relaxed,[CH]C([CH])([CH])[CH].Nc1ccc(N(c2ccc(N)cc2)c2ccc(N)cc2)cc1&&shp-a.cat0,3.9541168338
linker109_CH_linker66_N_pcb_relaxed_interp_2,[CH]C([CH])([CH])[CH].COc1nc(N)cnc1N&&pcb.cat1,3.6785517478
linker103_N_linker26_CH_irl_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([CH])cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&irl.cat0,3.9914144583
linker102_CH2_linker41_NH_sod_relaxed,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.[NH]c1ccc([NH])c2ocnc12&&sod.cat0,3.2353998249
linker109_N_linker76_CH_dft_relaxed_interp_2,NC(N)(N)N.[CH]c1cnc([CH])nc1&&dft.cat1,3.5274219626
linker102_CH2_linker16_NH_sra_relaxed_interp_2,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.[NH]c1ccc(-c2ccc([NH])cc2N)c(N)c1&&sra.cat1,3.5368518566
linker99_N_linker64_CH_mer_relaxed,NC1(N)C=C(c2ccccc2)CC(N)(N)C1.[CH]c1cnc([CH])c(C=O)n1&&mer.cat0,3.6753486765
linker110_CH2_linker83_NH_uoo_relaxed,[CH2]C12CC3([CH2])CC([CH2])(C1)CC([CH2])(C2)C3.[NH]c1nnc([NH])c2ccccc12&&uoo.cat0,3.7562437659
linker98_N_linker40_CH_cds_relaxed_interp_3,Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[CH]c1cnc2c(c1)C(=O)C(=O)c1cc([CH])cnc1-2&&cds.cat2,3.7718946518
linker99_CH_linker68_N_pcl_relaxed,[CH]C1([CH])C=C(c2ccccc2)CC([CH])([CH])C1.Nc1cnc(N)c([N+](=O)[O-])n1&&pcl.cat0,3.3538244612
linker107_C_linker19_C_dia_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N.Cc1ccc(-c2ccc(C)cc2)cc1&&dia.cat0,3.4400016294
linker105_C_linker72_C_kgm_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2)cc(C)c1O.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&kgm.cat0,3.7684051263
linker100_C_linker41_C_dei-z_relaxed,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1.Cc1ccc(C)c2ocnc12&&dei-z.cat0,3.8528543379
linker103_CH_linker31_N_dia_relaxed_interp_2,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Cc1cc(N)cnc1-c1ncc(N)cc1C&&dia.cat1,3.8226366416
linker101_CH_linker27_N_umc_relaxed_interp_3,[CH]c1cc([CH])c(N)c(-c2cc([CH])cc([CH])c2N)c1.Nc1ccc2c(c1)CCc1cc(N)cc([N+](=O)[O-])c1-2&&umc.cat2,3.9180299913
linker99_NH_linker59_CO_qdl_relaxed,[NH]C1([NH])C=C(c2ccccc2)CC([NH])([NH])C1.Cc1nc(C=O)cnc1C=O&&qdl.cat0,3.1283052152
linker104_N_linker11_CH_qtz_relaxed_interp_2,Nc1cc(-c2cc(N)c(O)c(N)c2O)c(O)c(N)c1O.[CH]c1c(N)c(N)c([CH])c(N)c1N&&qtz.cat1,3.5850833355
linker109_N_linker58_CH_uoo_relaxed,NC(N)(N)N.[CH]c1cnc([CH])cn1&&uoo.cat0,3.5635387151
linker108_CH2_linker25_NH_lvt_relaxed,[CH2]c1cc([CH2])c2ccc3c([CH2])cc([CH2])c4ccc1c2c43.[NH]c1ccc(-c2ccc([NH])c([N+](=O)[O-])c2)c([N+](=O)[O-])c1&&lvt.cat0,3.8771452373
linker103_CH_linker66_N_qtz_relaxed_interp_2,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.COc1nc(N)cnc1N&&qtz.cat1,3.928285603
linker110_CH2_linker40_NH_qtz_relaxed_interp_2,[CH2]C12CC3([CH2])CC([CH2])(C1)CC([CH2])(C2)C3.[NH]c1cnc2c(c1)C(=O)C(=O)c1cc([NH])cnc1-2&&qtz.cat1,3.9104661908
linker109_C_linker98_C_mgg_relaxed,CC(C)(C)C.Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1&&mgg.cat0,3.7383235848
linker111_C_linker45_C_uni_relaxed,C[Si](C)(C)C.Cc1ccc(C)c2nccnc12&&uni.cat0,3.4790373765
linker92_CH2_linker17_NH_hcb_relaxed,[CH2]c1cc([CH2])cc([CH2])c1.[NH]c1cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c([NH])cc2N)cc1N&&hcb.cat0,3.4167276386
linker111_C_linker81_C_uni_relaxed,C[Si](C)(C)C.Cc1ccc(C)nn1&&uni.cat0,3.568635196
linker100_C_linker16_C_qtz_relaxed,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1.Cc1ccc(-c2ccc(C)cc2N)c(N)c1&&qtz.cat0,3.450601619
linker102_N_linker2_CH_sra_relaxed_interp_2,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1ccc([CH])c(O)c1&&sra.cat1,3.7406867389
linker103_NH_linker43_CH2_dia_relaxed,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3-2)c2cc([NH])ccc2-c2ccc([NH])cc21.[CH2]c1c2nc(C)oc2c([CH2])c2nc(C)oc12&&dia.cat0,3.6141399958
linker92_C_linker37_C_fss_relaxed,Cc1cc(C)cc(C)c1.Cc1cnc(-c2ncc(C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&fss.cat0,3.6269023703
linker108_CH_linker38_N_dia_relaxed_interp_2,[CH]c1cc([CH])c2ccc3c([CH])cc([CH])c4ccc1c2c43.Nc1cnc2c(c1)c(O)c(O)c1cc(N)cnc12&&dia.cat1,3.6902948284
linker105_N_linker7_CH_uoj_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1cc(C)c([CH])cc1C&&uoj.cat0,3.892247264
linker100_C_linker19_C_umi_relaxed_interp_2,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1.Cc1ccc(-c2ccc(C)cc2)cc1&&umi.cat1,3.9795238572
linker103_N_linker25_CH_qzd_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1ccc(-c2ccc([CH])c([N+](=O)[O-])c2)c([N+](=O)[O-])c1&&qzd.cat0,3.3368395955
linker111_NH_linker81_CO_qtz_relaxed_interp_2,[NH][Si]([NH])([NH])[NH].O=Cc1ccc(C=O)nn1&&qtz.cat1,3.5685846356
linker107_N_linker85_CH_qzd_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1cc(C(C)=O)c([CH])nn1&&qzd.cat0,3.0806536389
linker102_C_linker40_C_nbo_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3C2)c2cc(C)ccc2Cc2ccc(C)cc21.Cc1cnc2c(c1)C(=O)C(=O)c1cc(C)cnc1-2&&nbo.cat0,3.6246158286
linker103_C_linker27_C_uoc_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(C)cc21.Cc1ccc2c(c1)CCc1cc(C)cc([N+](=O)[O-])c1-2&&uoc.cat0,3.7633943815
linker109_N_linker82_CH_qzd_relaxed,NC(N)(N)N.[CH]c1cc(C)c([CH])nn1&&qzd.cat0,3.123741053
linker111_C_linker56_C_lta_relaxed,C[Si](C)(C)C.Cc1nc2c(C)c3nsnc3c(C)c2nc1C&&lta.cat0,3.680679881
linker103_C_linker64_C_uox_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(C)cc21.Cc1cnc(C)c(C=O)n1&&uox.cat0,3.247782374
linker108_CO_linker66_NH_qzd_relaxed,O=Cc1cc(C=O)c2ccc3c(C=O)cc(C=O)c4ccc1c2c43.COc1nc([NH])cnc1[NH]&&qzd.cat0,3.3514407751
linker98_CH_linker9_N_qzd_relaxed_interp_2,[CH]c1ccc(-c2c3nc(c(-c4ccc([CH])cc4)c4ccc([nH]4)c(-c4ccc([CH])cc4)c4nc(c(-c5ccc([CH])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.Cc1c(N)ccc(N)c1C&&qzd.cat1,3.6263205697
linker106_NH_linker37_CH2_sod_relaxed_interp_2,[NH]c1cc(-c2cc([NH])c(N)c([NH])c2N)c(N)c([NH])c1N.[CH2]c1cnc(-c2ncc([CH2])cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&sod.cat1,3.0130893936
linker109_N_linker73_CH_und_relaxed_interp_2,NC(N)(N)N.[CH]c1cnc([CH])c(N=CN(C)C)n1&&und.cat1,3.5113606559
linker106_CO_linker29_NH_unc_relaxed,Nc1c(C=O)cc(-c2cc(C=O)c(N)c(C=O)c2N)c(N)c1C=O.[NH]c1cc(N)c(-c2cc([N+](=O)[O-])c([NH])cc2N)cc1[N+](=O)[O-]&&unc.cat0,3.4316098278
linker99_CH2_linker1_NH_qzd_relaxed,[CH2]C1([CH2])C=C(c2ccccc2)CC([CH2])([CH2])C1.[NH]c1ccc([NH])c(N)c1&&qzd.cat0,3.3319799719
linker103_CH2_linker61_NH_crb_relaxed_interp_2,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3-2)c2cc([CH2])ccc2-c2ccc([CH2])cc21.[NH]c1cnc([NH])c(N)n1&&crb.cat1,3.6716422014
linker109_C_linker64_C_sod_relaxed,CC(C)(C)C.Cc1cnc(C)c(C=O)n1&&sod.cat0,3.6342843406
linker109_CH_linker89_N_cds_relaxed,[CH]C([CH])([CH])[CH].Nc1ccc2c(c1)CCc1cc(N)ccc1-2&&cds.cat0,3.5199883015
linker109_C_linker40_C_uog_relaxed,CC(C)(C)C.Cc1cnc2c(c1)C(=O)C(=O)c1cc(C)cnc1-2&&uog.cat0,3.5649788985
linker99_C_linker16_C_lvt_relaxed_interp_3,CC1(C)C=C(c2ccccc2)CC(C)(C)C1.Cc1ccc(-c2ccc(C)cc2N)c(N)c1&&lvt.cat2,3.944378674
linker102_CH_linker66_N_lvt_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.COc1nc(N)cnc1N&&lvt.cat0,3.8592947319
linker105_N_linker76_CH_cds_relaxed_interp_2,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1cnc([CH])nc1&&cds.cat1,3.364485885
linker100_N_linker89_CH_umc_relaxed_interp_3,Nc1cc(N)c(O)c(-c2cc(N)cc(N)c2O)c1.[CH]c1ccc2c(c1)CCc1cc([CH])ccc1-2&&umc.cat2,3.9886467081
linker98_CH_linker67_N_cdl_relaxed_interp_3,[CH]c1ccc(-c2c3nc(c(-c4ccc([CH])cc4)c4ccc([nH]4)c(-c4ccc([CH])cc4)c4nc(c(-c5ccc([CH])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&cdl.cat2,3.9178503052
linker101_NH_linker51_CO_mmt_relaxed,[NH]c1cc([NH])c(N)c(-c2cc([NH])cc([NH])c2N)c1.O=Cc1ccc(C=O)c2nc3c(nc12)CCCC3&&mmt.cat0,3.3425686743
linker107_N_linker41_CH_unm_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1ccc([CH])c2ocnc12&&unm.cat0,3.5503675751
linker105_CO_linker39_NH_qdl_relaxed,O=Cc1cc(-c2cc(C=O)c(O)c(C=O)c2)cc(C=O)c1O.[NH]c1cnc2c(c1)nnc1cc([NH])cnc12&&qdl.cat0,3.2008129284
linker97_C_linker72_C_kgm_relaxed,CC1(c2c3nc(c(C4(C)C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4(C)C=CC(c5ccccc5)=CC4)c4nc(c(C5(C)C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&kgm.cat0,3.9481960672
linker110_CH_linker92_N_xux_relaxed,[CH]C12CC3([CH])CC([CH])(C1)CC([CH])(C2)C3.Nc1cc(N)cc(N)c1&&xux.cat0,3.3927813379
linker109_N_linker53_CH_und_relaxed_interp_2,NC(N)(N)N.[CH]c1ccc([CH])c2nc(CC)c(CC)nc12&&und.cat1,3.8147168507
linker97_N_linker78_CH_qtz_relaxed,NC1(c2c3nc(c(C4(N)C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4(N)C=CC(c5ccccc5)=CC4)c4nc(c(C5(N)C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.[CH]c1ncc([CH])c(OC)n1&&qtz.cat0,3.9599198321
linker92_C_linker8_C_fxt_relaxed,Cc1cc(C)cc(C)c1.Cc1cc([N+](=O)[O-])c(C)cc1[N+](=O)[O-]&&fxt.cat0,3.3235701436
linker103_N_linker11_CH_umx_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1c(N)c(N)c([CH])c(N)c1N&&umx.cat0,3.8836304258
linker104_CH_linker81_N_uni_relaxed_interp_2,[CH]c1cc(-c2cc([CH])c(O)c([CH])c2O)c(O)c([CH])c1O.Nc1ccc(N)nn1&&uni.cat1,3.6082027595
linker100_N_linker2_CH_gme_relaxed,Nc1cc(N)c(O)c(-c2cc(N)cc(N)c2O)c1.[CH]c1ccc([CH])c(O)c1&&gme.cat0,3.8583125388
linker104_C_linker34_C_kgm_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&kgm.cat0,3.9072809832
linker103_NH_linker9_CO_qtz_relaxed,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3-2)c2cc([NH])ccc2-c2ccc([NH])cc21.Cc1c(C=O)ccc(C=O)c1C&&qtz.cat0,3.6457552489
linker103_NH_linker1_CH2_sod_relaxed,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3-2)c2cc([NH])ccc2-c2ccc([NH])cc21.[CH2]c1ccc([CH2])c(N)c1&&sod.cat0,3.8832928262
linker105_CH_linker81_N_uoj_relaxed_interp_2,[CH]c1cc(-c2cc([CH])c(O)c([CH])c2)cc([CH])c1O.Nc1ccc(N)nn1&&uoj.cat1,3.3320612886
linker106_CO_linker11_NH_und_relaxed,Nc1c(C=O)cc(-c2cc(C=O)c(N)c(C=O)c2N)c(N)c1C=O.[NH]c1c(N)c(N)c([NH])c(N)c1N&&und.cat0,3.1144856751
linker108_CO_linker88_NH_qdl_relaxed,O=Cc1cc(C=O)c2ccc3c(C=O)cc(C=O)c4ccc1c2c43.[NH]c1cc(O)c([NH])cc1O&&qdl.cat0,3.427038785
linker98_C_linker10_C_uon_relaxed,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.Cc1ccc(C)c([N+](=O)[O-])c1[N+](=O)[O-]&&uon.cat0,3.4489492652
linker102_CO_linker65_NH_crb_relaxed,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3C2)c2cc(C=O)ccc2Cc2ccc(C=O)cc21.N#Cc1nc([NH])c(C#N)nc1[NH]&&crb.cat0,3.0366650366
linker92_NH_linker49_CH2_hcb_relaxed,[NH]c1cc([NH])cc([NH])c1.[CH2]c1ccc([CH2])c2[nH]c(=O)cnc12&&hcb.cat0,3.7976974628
linker99_CO_linker70_NH_qtz_relaxed,O=CC1(C=O)C=C(c2ccccc2)CC(C=O)(C=O)C1.COc1nc([NH])c(OC)nc1[NH]&&qtz.cat0,3.581955993
linker98_C_linker93_C_jph_relaxed_interp_2,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.Cc1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1&&jph.cat1,3.7802339916
linker102_CH_linker49_N_gis_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.Nc1ccc(N)c2[nH]c(=O)cnc12&&gis.cat0,3.9391804545
linker102_CH2_linker81_NH_atn_relaxed_interp_2,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.[NH]c1ccc([NH])nn1&&atn.cat1,3.4451427131
linker102_N_linker2_CH_dia_relaxed_interp_2,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1ccc([CH])c(O)c1&&dia.cat1,3.7157542274
linker100_N_linker81_CH_uni_relaxed,Nc1cc(N)c(O)c(-c2cc(N)cc(N)c2O)c1.[CH]c1ccc([CH])nn1&&uni.cat0,3.4261990201
linker102_C_linker32_C_uki_relaxed_interp_2,Cc1ccc2c(c1)C1(c3cc(C)ccc3C2)c2cc(C)ccc2Cc2ccc(C)cc21.Cc1cnc(-c2ncc(C)cc2N)c(N)c1&&uki.cat1,3.7519279834
linker109_N_linker56_CH_dia_relaxed_interp_2,NC(N)(N)N.[CH]c1c2nsnc2c([CH])c2nc(C)c(C)nc12&&dia.cat1,3.8845176838
linker105_CO_linker80_NH_qdl_relaxed,O=Cc1cc(-c2cc(C=O)c(O)c(C=O)c2)cc(C=O)c1O.CC(C)(C)c1nc([NH])[nH]c(=O)c1[NH]&&qdl.cat0,3.4347550945
linker101_N_linker76_CH_dei-z_relaxed_interp_2,Nc1cc(N)c(N)c(-c2cc(N)cc(N)c2N)c1.[CH]c1cnc([CH])nc1&&dei-z.cat1,3.2697232612
linker103_CO_linker13_NH_uoc_relaxed_interp_2,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3-2)c2cc(C=O)ccc2-c2ccc(C=O)cc21.Cc1c(C)c([NH])c(C)c(C)c1[NH]&&uoc.cat1,3.5137947855
